,Edad,Sexo,Trabajo,Alojamiento,Cuenta de ahorros,Monto de credito,Duracion,Proposito,Riesgo
2255,32,F,2,rentado,poco,343,18,inmoviliario/equipo,bueno
2256,55,M,0,propio,casi rico,1240,18,radio/TV,bueno
2257,54,M,1,propio,NA,1424,12,carro,bueno
2258,21,M,2,propio,poco,1236,18,radio/TV,bueno
2259,43,M,2,propio,rico,1024,12,radio/TV,bueno
2260,24,M,2,propio,poco,1505,12,radio/TV,bueno
2261,31,F,2,rentado,poco,11816,24,carro,bueno
2262,23,M,2,propio,NA,3527,12,carro,bueno
2263,35,M,1,rentado,poco,3617,12,radio/TV,bueno
2264,35,M,2,rentado,poco,7393,24,inmoviliario/equipo,bueno
2265,28,M,2,rentado,poco,14782,18,radio/TV,bueno
2266,36,F,1,propio,poco,1024,18,radio/TV,malo
2267,28,F,2,propio,poco,2991,24,inmoviliario/equipo,bueno
2268,30,F,2,propio,casi rico,1546,36,inmoviliario/equipo,malo
2269,36,M,2,propio,NA,2390,6,vacaciones/otros,malo
2270,37,F,1,propio,poco,4623,12,negocios,bueno
2271,42,M,2,rentado,poco,4716,48,carro,bueno
2272,50,M,2,rentado,moderado,1275,36,radio/TV,bueno
2273,32,F,3,propio,poco,1820,12,educacion,bueno
2274,23,F,2,propio,poco,6416,24,inmoviliario/equipo,bueno
2275,50,M,3,propio,rico,1424,15,carro,bueno
2276,40,M,3,gratis,poco,1943,12,carro,bueno
2277,24,M,2,rentado,poco,2511,36,inmoviliario/equipo,bueno
2278,35,F,2,gratis,moderado,14179,42,radio/TV,bueno
2279,37,M,2,propio,poco,652,15,carro,malo
2280,24,M,1,gratis,NA,3275,24,radio/TV,malo
2281,36,M,2,propio,poco,1478,30,radio/TV,malo
2282,47,M,3,gratis,rico,1410,6,inmoviliario/equipo,malo
2283,48,M,2,rentado,rico,3213,18,inmoviliario/equipo,bueno
2284,26,F,2,gratis,poco,1455,10,radio/TV,bueno
2285,27,M,3,rentado,poco,6761,12,radio/TV,bueno
2286,33,M,2,rentado,poco,2775,12,carro,bueno
2287,27,M,2,gratis,poco,2108,6,inmoviliario/equipo,malo
2288,24,F,2,rentado,poco,3620,6,carro,bueno
2289,22,F,3,propio,poco,11816,24,carro,malo
2290,28,M,2,propio,poco,2930,12,negocios,malo
2291,47,F,1,gratis,NA,1516,24,carro,malo
2292,22,M,2,rentado,poco,3617,48,radio/TV,bueno
2293,24,F,2,propio,casi rico,3123,36,inmoviliario/equipo,bueno
2294,25,M,2,rentado,poco,1484,18,educacion,malo
2295,60,M,2,propio,poco,1289,48,carro,bueno
2296,52,M,2,propio,rico,1554,6,negocios,bueno
2297,29,M,2,propio,poco,1169,36,negocios,bueno
2298,46,F,2,propio,poco,1024,12,inmoviliario/equipo,bueno
2299,26,M,2,propio,poco,1516,10,radio/TV,bueno
2300,41,M,2,rentado,poco,3488,24,inmoviliario/equipo,bueno
2301,28,F,2,propio,poco,4716,24,carro,bueno
2302,28,M,2,propio,casi rico,1255,18,negocios,bueno
2303,27,M,2,rentado,poco,3595,24,radio/TV,bueno
2304,26,M,2,propio,poco,2133,11,negocios,bueno
2305,32,M,2,gratis,poco,1053,30,radio/TV,bueno
2306,34,M,2,propio,casi rico,1549,12,radio/TV,malo
2307,42,M,2,propio,casi rico,2073,24,carro,bueno
2308,35,M,1,rentado,poco,2538,24,carro,bueno
2309,32,F,2,rentado,poco,2991,15,inmoviliario/equipo,malo
2310,58,F,2,rentado,poco,781,36,inmoviliario/equipo,bueno
2311,24,M,2,propio,NA,3496,18,inmoviliario/equipo,malo
2312,35,M,2,propio,moderado,1410,10,carro,malo
2313,35,F,1,rentado,poco,1505,24,carro,bueno
2314,35,M,1,propio,rico,12389,15,carro,bueno
2315,33,F,2,propio,poco,760,12,carro,bueno
2316,36,M,2,rentado,poco,3485,15,negocios,malo
2317,36,M,2,propio,NA,1410,12,radio/TV,malo
2318,43,F,3,rentado,NA,2214,60,negocios,bueno
2319,24,M,1,gratis,NA,3079,18,radio/TV,bueno
2320,35,M,3,propio,poco,1101,18,radio/TV,bueno
2321,35,M,3,propio,NA,1800,48,radio/TV,malo
2322,23,M,1,propio,NA,1585,24,carro,bueno
2323,65,M,2,propio,poco,5096,36,refacciones,malo
2324,37,M,0,propio,poco,4583,24,carro,malo
2325,32,F,1,gratis,poco,6761,24,radio/TV,bueno
2326,28,F,2,propio,poco,3660,12,carro,bueno
2327,49,M,2,propio,poco,1169,12,carro,bueno
2328,27,F,2,rentado,casi rico,3594,6,radio/TV,bueno
2329,64,F,1,propio,poco,1101,45,carro,bueno
2330,64,M,2,propio,casi rico,1024,12,radio/TV,malo
2331,26,M,1,propio,poco,2511,24,carro,bueno
2332,27,F,3,gratis,poco,1345,10,carro,bueno
2333,28,F,2,propio,poco,2930,6,carro,bueno
2334,26,M,2,rentado,poco,1980,24,negocios,malo
2335,26,M,2,rentado,poco,522,10,radio/TV,malo
2336,37,M,2,propio,NA,3556,9,radio/TV,malo
2337,24,F,2,propio,poco,1382,21,radio/TV,bueno
2338,26,M,2,gratis,poco,781,24,carro,bueno
2339,28,M,2,propio,poco,3441,18,inmoviliario/equipo,malo
2340,35,M,1,propio,poco,2775,24,carro,malo
2341,22,M,2,propio,poco,1024,48,radio/TV,bueno
2342,36,M,3,propio,poco,6560,18,radio/TV,bueno
2343,42,M,1,propio,poco,2360,11,radio/TV,malo
2344,27,M,1,propio,poco,2303,24,carro,bueno
2345,28,M,2,propio,poco,1919,15,carro,malo
2346,33,M,1,propio,poco,428,14,radio/TV,bueno
2347,43,M,3,propio,poco,1533,10,carro,malo
2348,34,M,1,propio,poco,691,21,radio/TV,bueno
2349,55,M,2,rentado,poco,1864,24,negocios,bueno
2350,64,F,2,propio,poco,368,12,carro,bueno
2351,46,M,2,propio,poco,2930,36,carro,bueno
2352,37,F,1,rentado,moderado,1024,18,inmoviliario/equipo,bueno
2353,21,M,3,propio,poco,2930,15,carro,malo
2354,26,M,2,rentado,poco,9283,18,inmoviliario/equipo,bueno
2355,29,M,2,propio,poco,1289,12,carro,bueno
2356,40,M,2,gratis,poco,1980,48,carro,malo
2357,41,M,2,rentado,NA,1169,12,carro,bueno
2358,32,M,2,propio,poco,3160,30,carro,bueno
2359,60,M,1,propio,NA,3609,48,carro,bueno
2360,68,F,2,propio,poco,5771,48,radio/TV,malo
2361,54,M,2,propio,poco,3621,12,carro,malo
2362,41,F,2,propio,poco,1258,12,inmoviliario/equipo,bueno
2363,40,M,2,propio,poco,10297,12,inmoviliario/equipo,bueno
2364,29,M,1,propio,poco,590,6,radio/TV,malo
2365,36,F,3,rentado,moderado,2292,36,negocios,bueno
2366,23,M,2,propio,rico,368,18,carro,malo
2367,24,M,2,rentado,NA,1505,12,negocios,bueno
2368,23,M,2,propio,poco,3660,27,radio/TV,bueno
2369,38,M,2,rentado,poco,6416,12,negocios,bueno
2370,35,M,2,propio,poco,1546,24,carro,malo
2371,32,F,2,propio,poco,1101,15,radio/TV,malo
2372,61,M,3,propio,poco,1532,6,radio/TV,bueno
2373,42,M,2,propio,NA,9277,15,inmoviliario/equipo,malo
2374,24,M,2,propio,poco,2278,36,radio/TV,bueno
2375,49,F,2,propio,poco,3077,30,carro,malo
2376,29,F,3,propio,poco,6288,27,radio/TV,bueno
2377,28,F,1,rentado,casi rico,1169,48,negocios,bueno
2378,37,M,2,propio,casi rico,3123,12,carro,bueno
2379,55,M,2,propio,poco,12389,11,radio/TV,malo
2380,49,M,2,rentado,casi rico,2775,12,inmoviliario/equipo,bueno
2381,33,F,3,gratis,NA,1410,48,radio/TV,bueno
2382,42,M,1,rentado,poco,4526,42,radio/TV,bueno
2383,26,M,2,propio,NA,958,24,carro,bueno
2384,28,M,2,propio,poco,4006,10,carro,bueno
2385,55,M,0,propio,casi rico,1747,48,carro,bueno
2386,26,M,2,propio,poco,1980,9,inmoviliario/equipo,malo
2387,28,M,1,propio,casi rico,6314,12,negocios,malo
2388,41,F,3,propio,NA,3422,36,inmoviliario/equipo,bueno
2389,24,F,2,propio,NA,1358,6,negocios,malo
2390,26,F,2,rentado,NA,11816,24,inmoviliario/equipo,bueno
2391,36,M,2,propio,poco,3621,9,inmoviliario/equipo,bueno
2392,33,M,2,propio,poco,5096,9,radio/TV,malo
2393,64,F,1,rentado,poco,3595,12,radio/TV,bueno
2394,24,M,3,propio,poco,1037,12,radio/TV,malo
2395,31,M,2,propio,moderado,4576,48,carro,malo
2396,22,M,3,propio,NA,14782,18,inmoviliario/equipo,malo
2397,36,M,2,gratis,poco,1552,9,educacion,malo
2398,68,M,2,rentado,poco,731,24,inmoviliario/equipo,bueno
2399,26,M,2,gratis,poco,1049,24,carro,bueno
2400,28,M,2,rentado,poco,2775,10,inmoviliario/equipo,bueno
2401,64,M,2,propio,poco,1478,8,educacion,bueno
2402,27,M,2,propio,casi rico,1820,30,carro,bueno
2403,47,F,2,propio,poco,3496,12,radio/TV,malo
2404,23,F,2,gratis,poco,3160,18,inmoviliario/equipo,malo
2405,36,M,2,gratis,poco,1049,24,radio/TV,bueno
2406,34,M,1,propio,poco,3079,18,carro,bueno
2407,33,M,2,propio,poco,1433,12,carro,bueno
2408,26,M,3,gratis,NA,3757,40,carro,bueno
2409,45,F,0,propio,NA,1410,21,carro,malo
2410,40,F,1,propio,NA,1240,24,radio/TV,malo
2411,22,M,2,propio,poco,1747,15,carro,bueno
2412,42,M,2,rentado,poco,691,60,radio/TV,bueno
2413,22,M,3,propio,poco,3990,27,carro,bueno
2414,25,M,2,propio,NA,1377,15,negocios,bueno
2415,40,M,1,propio,NA,1206,40,radio/TV,bueno
2416,36,M,2,propio,moderado,6560,15,inmoviliario/equipo,malo
2417,37,M,2,propio,casi rico,1577,11,carro,malo
2418,23,M,3,gratis,poco,2360,12,carro,bueno
2419,26,M,2,gratis,poco,2108,24,negocios,malo
2420,35,M,2,propio,poco,3017,48,refacciones,bueno
2421,33,M,3,propio,poco,3160,6,radio/TV,bueno
2422,23,M,2,propio,poco,1516,36,educacion,malo
2423,22,M,1,propio,poco,1549,12,carro,bueno
2424,50,M,2,propio,poco,629,12,radio/TV,malo
2425,54,F,2,gratis,poco,1098,21,inmoviliario/equipo,malo
2426,30,F,0,propio,poco,1169,6,carro,malo
2427,26,F,2,propio,poco,2775,48,carro,bueno
2428,50,F,3,propio,poco,11816,12,carro,bueno
2429,68,M,2,rentado,poco,1655,12,inmoviliario/equipo,bueno
2430,46,M,2,propio,rico,2775,27,carro,bueno
2431,57,M,1,propio,poco,1217,12,inmoviliario/equipo,bueno
2432,58,F,2,propio,casi rico,5954,6,carro,bueno
2433,42,F,2,propio,poco,3275,20,carro,malo
2434,32,M,1,rentado,poco,1736,12,carro,bueno
2435,54,F,2,propio,poco,2520,48,radio/TV,bueno
2436,25,F,2,rentado,casi rico,3976,24,carro,bueno
2437,37,M,2,propio,moderado,760,18,educacion,bueno
2438,24,M,3,rentado,poco,1532,12,inmoviliario/equipo,bueno
2439,64,M,2,propio,poco,1514,15,inmoviliario/equipo,bueno
2440,24,M,2,propio,poco,1377,12,vacaciones/otros,bueno
2441,46,M,3,propio,poco,5804,9,carro,bueno
2442,24,M,2,propio,NA,3617,48,inmoviliario/equipo,bueno
2443,22,F,2,rentado,NA,9572,12,educacion,malo
2444,48,M,3,propio,poco,2002,15,carro,bueno
2445,32,F,2,propio,poco,907,12,carro,malo
2446,33,F,1,rentado,poco,1987,12,negocios,malo
2447,42,M,2,propio,casi rico,7409,6,inmoviliario/equipo,malo
2448,34,F,2,propio,NA,3213,12,carro,bueno
2449,23,M,2,propio,poco,2442,12,radio/TV,bueno
2450,26,M,2,propio,casi rico,1216,18,carro,bueno
2451,28,M,3,propio,poco,590,15,negocios,bueno
2452,25,F,2,rentado,poco,2775,11,radio/TV,bueno
2453,24,F,2,rentado,poco,1585,60,negocios,bueno
2454,39,M,1,propio,poco,1101,9,carro,bueno
2455,26,M,3,propio,poco,731,9,radio/TV,bueno
2456,24,F,2,propio,NA,11816,30,educacion,bueno
2457,27,F,2,propio,poco,14179,12,inmoviliario/equipo,bueno
2458,42,M,2,rentado,rico,996,24,carro,bueno
2459,38,M,2,rentado,poco,1154,12,radio/TV,malo
2460,46,M,0,propio,casi rico,1987,6,negocios,bueno
2461,46,M,0,gratis,poco,1484,60,carro,bueno
2462,60,F,3,propio,rico,1358,24,carro,malo
2463,27,M,2,propio,rico,1514,40,radio/TV,bueno
2464,47,F,2,rentado,poco,7393,24,carro,bueno
2465,42,F,1,propio,poco,3496,15,inmoviliario/equipo,malo
2466,24,F,2,propio,poco,3595,6,carro,malo
2467,68,M,2,propio,poco,7238,18,carro,bueno
2468,49,M,2,rentado,poco,2390,48,carro,bueno
2469,46,F,2,rentado,poco,2142,27,carro,malo
2470,33,M,3,propio,casi rico,3213,24,radio/TV,malo
2471,32,M,1,propio,poco,1024,24,carro,malo
2472,59,M,2,rentado,poco,2108,24,educacion,malo
2473,22,F,2,propio,poco,1258,15,usos domesticos,malo
2474,26,M,2,propio,poco,428,27,inmoviliario/equipo,malo
2475,26,F,1,propio,poco,1228,24,radio/TV,bueno
2476,61,F,1,propio,NA,2625,27,radio/TV,malo
2477,24,M,2,propio,poco,976,12,carro,malo
2478,31,F,2,rentado,poco,3488,6,negocios,bueno
2479,33,M,2,rentado,moderado,1082,48,radio/TV,bueno
2480,21,M,2,propio,poco,3990,12,carro,malo
2481,28,F,2,rentado,poco,5096,12,inmoviliario/equipo,bueno
2482,40,M,2,gratis,casi rico,3660,18,inmoviliario/equipo,malo
2483,38,F,2,propio,poco,3017,18,radio/TV,malo
2484,27,F,2,propio,casi rico,3124,12,carro,bueno
2485,46,M,2,propio,poco,1800,12,radio/TV,bueno
2486,50,M,2,propio,casi rico,929,12,inmoviliario/equipo,bueno
2487,32,M,2,rentado,poco,1471,9,radio/TV,malo
2488,24,F,2,propio,poco,1347,12,negocios,bueno
2489,27,M,2,propio,NA,3617,24,radio/TV,malo
2490,37,M,2,propio,poco,1585,27,educacion,bueno
2491,30,F,3,propio,poco,1516,48,carro,bueno
2492,36,M,2,propio,poco,1842,15,carro,malo
2493,32,M,1,propio,poco,7485,48,negocios,malo
2494,46,M,2,propio,NA,3595,6,inmoviliario/equipo,malo
2495,41,M,1,propio,NA,5804,36,inmoviliario/equipo,malo
2496,23,F,2,propio,NA,1532,12,carro,malo
2497,37,F,2,rentado,poco,2278,15,inmoviliario/equipo,malo
2498,36,M,2,propio,moderado,3914,13,negocios,bueno
2499,42,M,2,propio,NA,2255,30,carro,bueno
2500,42,M,1,propio,poco,428,6,negocios,bueno
2501,49,M,3,gratis,poco,10961,21,radio/TV,bueno
2502,31,M,2,rentado,poco,1275,45,educacion,malo
2503,28,M,1,gratis,poco,1514,72,radio/TV,bueno
2504,35,F,2,propio,poco,3357,12,carro,bueno
2505,33,M,3,propio,moderado,3621,15,carro,bueno
2506,34,M,2,rentado,moderado,3079,24,refacciones,bueno
2507,24,M,2,rentado,poco,3488,11,carro,bueno
2508,37,F,1,propio,poco,1823,36,radio/TV,bueno
2509,40,M,1,rentado,NA,1024,21,inmoviliario/equipo,bueno
2510,33,F,2,propio,poco,4042,36,inmoviliario/equipo,bueno
2511,23,M,1,propio,poco,1808,6,radio/TV,bueno
2512,36,F,1,propio,poco,4042,21,radio/TV,malo
2513,40,M,2,propio,poco,1049,12,radio/TV,bueno
2514,52,M,1,propio,casi rico,760,15,carro,bueno
2515,27,F,1,propio,poco,2301,15,inmoviliario/equipo,malo
2516,36,M,2,propio,poco,1217,45,carro,malo
2517,35,M,2,propio,poco,12389,45,negocios,malo
2518,42,F,2,rentado,poco,343,24,radio/TV,malo
2519,34,M,2,gratis,poco,1382,24,carro,bueno
2520,38,F,2,propio,poco,1533,36,carro,malo
2521,34,M,1,rentado,poco,3621,18,carro,bueno
2522,36,M,2,gratis,NA,4712,27,inmoviliario/equipo,bueno
2523,25,F,2,propio,poco,4006,12,inmoviliario/equipo,bueno
2524,46,F,3,propio,poco,4006,18,radio/TV,bueno
2525,30,F,2,propio,casi rico,1552,9,inmoviliario/equipo,malo
2526,24,F,1,propio,poco,1532,6,negocios,malo
2527,23,M,2,rentado,rico,4716,18,inmoviliario/equipo,bueno
2528,36,F,2,propio,NA,6560,21,radio/TV,malo
2529,32,M,2,gratis,NA,1169,24,educacion,bueno
2530,29,F,2,propio,NA,1311,12,radio/TV,bueno
2531,32,M,2,rentado,moderado,1169,12,carro,bueno
2532,29,M,2,propio,poco,6842,27,inmoviliario/equipo,bueno
2533,32,F,2,propio,rico,3160,12,radio/TV,bueno
2534,26,M,1,propio,moderado,3123,12,inmoviliario/equipo,bueno
2535,26,M,2,propio,NA,652,36,inmoviliario/equipo,malo
2536,20,M,2,propio,poco,1842,9,carro,malo
2537,33,M,2,rentado,poco,6416,27,radio/TV,bueno
2538,33,M,3,propio,poco,1549,13,inmoviliario/equipo,bueno
2539,34,M,2,propio,poco,14782,15,radio/TV,malo
2540,50,F,3,rentado,poco,2930,9,carro,bueno
2541,27,F,3,propio,poco,2930,9,radio/TV,bueno
2542,28,M,2,rentado,poco,4712,9,radio/TV,bueno
2543,49,F,2,propio,poco,1154,12,radio/TV,bueno
2544,25,F,2,propio,poco,1258,18,carro,malo
2545,35,F,2,propio,NA,3590,18,carro,malo
2546,26,F,2,propio,poco,1516,11,educacion,malo
2547,61,F,2,propio,casi rico,1101,12,radio/TV,bueno
2548,33,M,1,gratis,poco,10961,12,inmoviliario/equipo,malo
2549,40,M,1,propio,poco,1382,12,educacion,bueno
2550,32,M,2,propio,poco,5096,9,carro,bueno
2551,42,M,2,propio,poco,3422,6,carro,bueno
2552,35,F,2,rentado,poco,929,6,carro,malo
2553,60,F,3,propio,poco,2238,9,radio/TV,malo
2554,32,M,3,propio,poco,3660,6,carro,bueno
2555,29,F,2,rentado,rico,1478,15,carro,bueno
2556,40,F,1,propio,poco,976,18,carro,bueno
2557,35,M,3,propio,poco,1206,12,radio/TV,malo
2558,34,F,2,propio,poco,5096,24,carro,bueno
2559,46,M,2,rentado,poco,1316,12,radio/TV,bueno
2560,23,F,2,rentado,NA,4042,24,inmoviliario/equipo,bueno
2561,31,M,3,propio,casi rico,1316,6,educacion,malo
2562,40,F,2,propio,poco,4716,6,radio/TV,bueno
2563,34,M,2,propio,poco,2390,9,radio/TV,bueno
2564,27,F,2,rentado,NA,1374,12,carro,bueno
2565,32,F,2,propio,poco,1258,11,carro,malo
2566,40,M,2,rentado,rico,958,11,carro,malo
2567,23,M,2,propio,NA,3617,11,radio/TV,bueno
2568,30,M,2,propio,poco,3213,36,inmoviliario/equipo,bueno
2569,28,F,2,propio,poco,6416,24,radio/TV,malo
2570,36,F,2,propio,NA,1478,6,inmoviliario/equipo,bueno
2571,33,M,2,propio,NA,1554,40,inmoviliario/equipo,bueno
2572,22,F,1,gratis,NA,3488,36,carro,bueno
2573,39,F,1,propio,poco,1049,12,educacion,bueno
2574,23,F,2,propio,NA,522,24,radio/TV,bueno
2575,24,M,1,propio,poco,6527,12,inmoviliario/equipo,malo
2576,36,M,2,propio,poco,1424,27,carro,bueno
2577,74,M,1,gratis,NA,1592,9,negocios,malo
2578,24,F,2,gratis,poco,1053,16,negocios,bueno
2579,24,F,2,propio,rico,6761,24,radio/TV,bueno
2580,26,M,1,propio,NA,2329,9,radio/TV,bueno
2581,27,F,1,propio,rico,2991,24,carro,bueno
2582,60,F,2,propio,rico,3441,15,carro,malo
2583,24,M,2,rentado,poco,1206,20,radio/TV,bueno
2584,25,F,3,rentado,poco,1289,24,carro,malo
2585,45,M,1,gratis,rico,5804,6,carro,bueno
2586,26,M,3,propio,poco,2214,12,radio/TV,malo
2587,36,M,2,propio,poco,3422,12,educacion,malo
2588,28,F,1,rentado,rico,1546,12,inmoviliario/equipo,bueno
2589,28,F,2,rentado,poco,1316,11,radio/TV,malo
2590,23,M,2,gratis,NA,3160,6,carro,bueno
2591,23,F,2,propio,poco,6288,15,carro,malo
2592,34,F,2,propio,poco,3488,24,carro,bueno
2593,47,F,2,propio,poco,3275,24,carro,bueno
2594,52,F,2,rentado,poco,1316,18,radio/TV,malo
2595,42,M,2,propio,poco,1364,45,radio/TV,bueno
2596,35,F,2,propio,poco,1747,12,carro,bueno
2597,43,F,3,propio,NA,1358,16,radio/TV,malo
2598,33,M,2,propio,moderado,2930,24,carro,malo
2599,26,F,2,propio,casi rico,2439,12,radio/TV,bueno
2600,22,M,1,rentado,poco,1169,12,radio/TV,malo
2601,50,F,1,rentado,NA,1169,60,carro,malo
2602,35,M,2,propio,poco,3617,24,carro,bueno
2603,48,F,2,propio,poco,1297,15,inmoviliario/equipo,malo
2604,23,M,2,rentado,poco,1747,24,radio/TV,bueno
2605,36,M,2,propio,rico,3213,18,educacion,bueno
2606,45,M,3,propio,poco,6560,24,carro,bueno
2607,55,F,2,propio,poco,1101,24,carro,bueno
2608,24,M,1,propio,NA,1228,12,carro,bueno
2609,27,M,2,propio,poco,3990,40,carro,malo
2610,23,M,2,propio,poco,6527,48,refacciones,bueno
2611,27,M,3,propio,poco,1374,36,vacaciones/otros,bueno
2612,59,M,2,rentado,NA,2292,24,carro,bueno
2613,38,M,1,propio,poco,3275,11,carro,bueno
2614,33,F,2,propio,poco,652,24,radio/TV,bueno
2615,24,M,2,rentado,poco,1364,24,radio/TV,malo
2616,31,M,2,gratis,poco,1424,21,inmoviliario/equipo,malo
2617,22,M,0,gratis,poco,1514,9,negocios,bueno
2618,35,M,2,propio,poco,2235,24,carro,bueno
2619,64,F,2,propio,poco,3077,24,inmoviliario/equipo,bueno
2620,28,F,2,rentado,poco,2235,30,radio/TV,malo
2621,46,M,3,propio,poco,1533,12,carro,malo
2622,31,F,2,propio,NA,976,42,inmoviliario/equipo,malo
2623,36,M,1,propio,poco,976,24,carro,bueno
2624,31,M,2,propio,poco,3622,42,radio/TV,bueno
2625,25,F,1,propio,rico,1382,9,carro,bueno
2626,24,M,2,propio,poco,1236,11,educacion,malo
2627,27,M,2,propio,poco,1424,12,inmoviliario/equipo,bueno
2628,25,M,1,propio,rico,1024,12,radio/TV,bueno
2629,31,F,2,propio,rico,3123,36,carro,bueno
2630,32,M,2,propio,poco,1024,45,carro,bueno
2631,24,M,2,propio,poco,2930,12,carro,malo
2632,44,M,1,propio,poco,1169,6,inmoviliario/equipo,bueno
2633,35,M,2,propio,poco,691,27,carro,malo
2634,33,M,1,rentado,NA,1554,24,inmoviliario/equipo,bueno
2635,37,F,2,propio,poco,1919,15,radio/TV,malo
2636,25,M,1,propio,poco,731,15,inmoviliario/equipo,bueno
2637,28,M,3,propio,poco,3422,48,educacion,bueno
2638,40,F,3,propio,rico,10961,9,radio/TV,bueno
2639,42,M,1,propio,poco,5096,48,carro,bueno
2640,30,M,1,rentado,NA,1410,12,carro,bueno
2641,24,M,1,propio,poco,760,24,inmoviliario/equipo,malo
2642,32,M,2,propio,poco,902,12,radio/TV,bueno
2643,30,M,1,propio,NA,760,48,radio/TV,bueno
2644,34,F,2,propio,poco,3757,45,negocios,malo
2645,36,M,2,rentado,moderado,12389,24,carro,bueno
2646,23,M,3,rentado,poco,1410,18,negocios,bueno
2647,28,F,1,propio,poco,1532,24,carro,bueno
2648,28,M,2,rentado,moderado,1546,12,carro,bueno
2649,32,M,3,propio,poco,1193,24,inmoviliario/equipo,bueno
2650,47,F,2,gratis,casi rico,14782,24,radio/TV,bueno
2651,41,M,2,rentado,poco,1216,30,carro,bueno
2652,45,M,2,propio,casi rico,3594,15,negocios,bueno
2653,29,M,2,propio,poco,6527,16,radio/TV,bueno
2654,32,M,2,propio,NA,14782,24,radio/TV,bueno
2655,34,M,3,propio,NA,4623,18,inmoviliario/equipo,bueno
2656,35,F,2,propio,NA,1377,18,carro,malo
2657,24,M,2,rentado,poco,4165,21,carro,malo
2658,35,M,2,propio,poco,11816,15,carro,bueno
2659,40,M,2,propio,casi rico,1101,48,carro,malo
2660,36,M,1,rentado,poco,1377,12,carro,bueno
2661,46,M,2,propio,rico,6761,18,radio/TV,malo
2662,42,M,2,propio,poco,3959,24,inmoviliario/equipo,bueno
2663,45,M,1,propio,poco,1823,11,carro,malo
2664,46,M,1,propio,NA,1919,48,radio/TV,malo
2665,33,M,2,propio,poco,6761,15,inmoviliario/equipo,bueno
2666,36,M,3,propio,poco,3621,6,carro,malo
2667,37,F,2,propio,rico,3069,42,carro,malo
2668,24,M,1,rentado,poco,1382,24,carro,malo
2669,32,M,2,propio,rico,14782,24,carro,bueno
2670,35,M,2,propio,poco,14782,11,radio/TV,bueno
2671,24,M,1,gratis,poco,3594,6,radio/TV,bueno
2672,42,M,1,propio,poco,1577,15,radio/TV,bueno
2673,27,F,2,propio,poco,1258,24,radio/TV,bueno
2674,35,M,1,gratis,poco,7485,6,radio/TV,malo
2675,36,F,2,propio,poco,1552,15,inmoviliario/equipo,malo
2676,50,F,0,propio,NA,1258,21,radio/TV,bueno
2677,28,M,2,propio,casi rico,6288,18,negocios,bueno
2678,37,F,2,rentado,NA,6560,18,radio/TV,bueno
2679,22,M,3,rentado,poco,6416,18,inmoviliario/equipo,bueno
2680,50,F,2,propio,NA,1544,12,radio/TV,malo
2681,35,F,1,propio,rico,7485,21,negocios,bueno
2682,27,M,2,rentado,poco,6761,12,radio/TV,bueno
2683,28,F,2,rentado,poco,3621,12,carro,bueno
2684,34,M,2,rentado,poco,1206,6,inmoviliario/equipo,bueno
2685,24,M,2,propio,poco,3660,48,inmoviliario/equipo,malo
2686,26,M,2,gratis,poco,3441,15,carro,bueno
2687,40,F,2,gratis,poco,1484,24,radio/TV,bueno
2688,60,M,2,propio,poco,691,18,radio/TV,bueno
2689,57,M,3,propio,poco,6416,6,radio/TV,malo
2690,33,M,2,rentado,poco,3622,12,carro,bueno
2691,25,M,2,rentado,poco,3357,12,carro,malo
2692,42,M,2,propio,poco,2511,30,radio/TV,malo
2693,25,F,2,rentado,poco,3660,18,carro,malo
2694,35,M,2,propio,poco,2991,12,inmoviliario/equipo,bueno
2695,22,F,2,rentado,NA,3079,10,carro,bueno
2696,27,F,1,propio,poco,3609,24,carro,bueno
2697,22,F,3,rentado,poco,804,24,negocios,bueno
2698,28,M,3,propio,NA,6416,18,negocios,bueno
2699,24,F,2,propio,poco,6560,24,radio/TV,malo
2700,36,F,2,propio,NA,2360,48,carro,bueno
2701,27,F,2,propio,poco,3660,24,radio/TV,bueno
